Store,Response,Week Starting,Schedule
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",BAR
London,neutral,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",RECEPTION
London,neutral,"February 4, 2024",FRONT KITCHEN
London,sad,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RECEPTION
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RECEPTION
Manchester,happy,"February 4, 2024",RECEPTION
Surrey,sad,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RECEPTION
Manchester,sad,"February 4, 2024",BACK KITCHEN
Manchester,happy,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",BAR
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
Surrey,sad,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
Surrey,sad,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Manchester,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",BACK KITCHEN
Surrey,sad,"February 4, 2024",RECEPTION
London,neutral,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
Durham,neutral,"February 4, 2024",DIM SUM CK
Surrey,neutral,"February 4, 2024",BAR
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,happy,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",COLD KITCHEN
Durham,happy,"February 4, 2024",COLD KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",COLD KITCHEN
Durham,neutral,"February 4, 2024",COLD KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",COLD KITCHEN
Durham,neutral,"February 4, 2024",COLD KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,sad,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,sad,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Manchester,happy,"February 4, 2024",RECEPTION
Manchester,happy,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",BAR
Surrey,neutral,"February 4, 2024",RECEPTION
Surrey,happy,"February 4, 2024",RECEPTION
Manchester,happy,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",BAR
Surrey,happy,"February 4, 2024",BAR
Surrey,neutral,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",BAR
Manchester,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",BAR
Manchester,neutral,"February 4, 2024",RECEPTION
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RECEPTION
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
Manchester,happy,"February 4, 2024",RECEPTION
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Manchester,sad,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",BAR
Manchester,happy,"February 4, 2024",RECEPTION
London,neutral,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,happy,"February 4, 2024",FRONT KITCHEN
Surrey,happy,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",RECEPTION
London,neutral,"February 4, 2024",BAR
Surrey,neutral,"February 4, 2024",RECEPTION
Surrey,neutral,"February 4, 2024",RECEPTION
London,neutral,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",RECEPTION
London,neutral,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Manchester,sad,"February 4, 2024",FRONT KITCHEN
Surrey,sad,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Manchester,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RECEPTION
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Manchester,neutral,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",RECEPTION
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Surrey,sad,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",BAR
London,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RECEPTION
London,happy,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",FRONT KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Surrey,sad,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",RESTAURANT
London,sad,"February 4, 2024",BAR
London,neutral,"February 4, 2024",RECEPTION
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",COLD KITCHEN
Durham,sad,"February 4, 2024",HOT KITCHEN
Durham,sad,"February 4, 2024",COLD KITCHEN
Durham,happy,"February 4, 2024",COLD KITCHEN
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",COLD KITCHEN
Durham,sad,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",DIM SUM CK
Manchester,happy,"February 4, 2024",RECEPTION
Manchester,happy,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RECEPTION
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
Durham,happy,"February 4, 2024",COLD KITCHEN
Manchester,happy,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",BAR
Surrey,happy,"February 4, 2024",BAR
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RECEPTION
Surrey,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RECEPTION
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",BAR
Manchester,sad,"February 4, 2024",BAR
Surrey,neutral,"February 4, 2024",BAR
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",RECEPTION
London,sad,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RECEPTION
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,sad,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Manchester,neutral,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RECEPTION
Manchester,neutral,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",RECEPTION
London,happy,"February 4, 2024",BAR
London,neutral,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",RECEPTION
London,happy,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RECEPTION
London,neutral,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",BAR
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",BAR
Manchester,happy,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",BAR
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,happy,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Manchester,happy,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",RECEPTION
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Manchester,sad,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,sad,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RECEPTION
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",FRONT KITCHEN
Manchester,neutral,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",BACK KITCHEN
London,sad,"February 4, 2024",BAR
London,happy,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
London,sad,"February 4, 2024",BACK KITCHEN
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",COLD KITCHEN
Durham,happy,"February 4, 2024",COLD KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",COLD KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",COLD KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",COLD KITCHEN
Durham,happy,"February 4, 2024",COLD KITCHEN
Durham,sad,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Manchester,happy,"February 4, 2024",RECEPTION
Surrey,neutral,"February 4, 2024",BAR
Manchester,happy,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,sad,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",RECEPTION
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Durham,happy,"February 4, 2024",COLD KITCHEN
Durham,neutral,"February 4, 2024",COLD KITCHEN
Manchester,happy,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
Manchester,happy,"February 4, 2024",BACK KITCHEN
Manchester,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",BAR
Surrey,happy,"February 4, 2024",BAR
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RECEPTION
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
Manchester,happy,"February 4, 2024",RECEPTION
Surrey,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",BAR
Manchester,happy,"February 4, 2024",BAR
Manchester,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Manchester,neutral,"February 4, 2024",BAR
London,neutral,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Surrey,sad,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,happy,"February 4, 2024",RECEPTION
Surrey,happy,"February 4, 2024",RECEPTION
Surrey,happy,"February 4, 2024",RECEPTION
London,happy,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",RECEPTION
London,happy,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",RECEPTION
London,neutral,"February 4, 2024",BAR
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",BAR
Manchester,happy,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,sad,"February 4, 2024",FRONT KITCHEN
Manchester,sad,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RECEPTION
London,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",BAR
Surrey,happy,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Manchester,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",RECEPTION
Surrey,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
London,happy,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",FRONT KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
London,sad,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",BACK KITCHEN
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Manchester,happy,"February 4, 2024",BACK KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
London,sad,"February 4, 2024",RESTAURANT
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",COLD KITCHEN
Durham,happy,"February 4, 2024",COLD KITCHEN
Durham,neutral,"February 4, 2024",COLD KITCHEN
Durham,neutral,"February 4, 2024",COLD KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",DIM SUM CK
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,happy,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",HOT KITCHEN
Durham,sad,"February 4, 2024",HOT KITCHEN
Durham,neutral,"February 4, 2024",DIM SUM CK
Manchester,happy,"February 4, 2024",RECEPTION
Surrey,happy,"February 4, 2024",RECEPTION
Durham,happy,"February 4, 2024",COLD KITCHEN
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RECEPTION
Surrey,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",BAR
Manchester,happy,"February 4, 2024",BAR
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",BAR
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",BAR
Surrey,neutral,"February 4, 2024",BAR
Manchester,happy,"February 4, 2024",BAR
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",BAR
Surrey,neutral,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RECEPTION
Manchester,happy,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",BAR
Manchester,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,sad,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",BACK KITCHEN
Surrey,sad,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",BACK KITCHEN
Manchester,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",FRONT KITCHEN
Manchester,neutral,"February 4, 2024",RECEPTION
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Surrey,sad,"February 4, 2024",FRONT KITCHEN
Surrey,sad,"February 4, 2024",FRONT KITCHEN
Manchester,neutral,"February 4, 2024",BAR
Surrey,happy,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Manchester,happy,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
Manchester,happy,"February 4, 2024",RESTAURANT
London,neutral,"February 4, 2024",BAR
Surrey,neutral,"February 4, 2024",RECEPTION
Surrey,neutral,"February 4, 2024",RECEPTION
Surrey,neutral,"February 4, 2024",RECEPTION
London,happy,"February 4, 2024",BAR
London,neutral,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
London,happy,"February 4, 2024",RESTAURANT
Surrey,happy,"February 4, 2024",RESTAURANT
Surrey,neutral,"February 4, 2024",RECEPTION
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Surrey,happy,"February 4, 2024",BAR
Manchester,neutral,"February 4, 2024",BACK KITCHEN
Manchester,happy,"February 4, 2024",RECEPTION
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Manchester,happy,"February 4, 2024",FRONT KITCHEN
Surrey,neutral,"February 4, 2024",BACK KITCHEN
Manchester,neutral,"February 4, 2024",RESTAURANT
Manchester,neutral,"February 4, 2024",BACK KITCHEN
London,neutral,"February 4, 2024",BACK KITCHEN
Surrey,neutral,"February 4, 2024",FRONT KITCHEN
London,happy,"February 4, 2024",BACK KITCHEN
